year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
2020,Swimming,Swimming Men's 200 metres Freestyle,men,removed,removed,200 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 200 metres Individual Medley,men,removed,removed,200 metres Individual Medley,individual medley,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,men,removed,removed,4 x 100 metres Freestyle Relay,x freestyle relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 4 x 100 metres Medley Relay,men,removed,removed,4 x 100 metres Medley Relay,x medley relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,men,removed,removed,4 x 200 metres Freestyle Relay,x freestyle relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 400 metres Freestyle,men,removed,removed,400 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 400 metres Individual Medley,men,removed,removed,400 metres Individual Medley,individual medley,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 50 metres Freestyle,men,removed,removed,50 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Mixed 4 x 100m Medley Relay Team,mixed,added,true_added,4 x 100m Medley Relay Team,x medley relay team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Men's 10 kilometres Open Water,open_unknown,removed,removed,10 kilometres Water,water,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 10 kilometres Open Water,open_unknown,removed,removed,10 kilometres Water,water,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 100 metres Backstroke,women,removed,removed,100 metres Backstroke,backstroke,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 100 metres Breaststroke,women,removed,removed,100 metres Breaststroke,breaststroke,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 100 metres Butterfly,women,removed,removed,100 metres Butterfly,butterfly,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 100 metres Freestyle,women,removed,removed,100 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 200 metres Backstroke,women,removed,removed,200 metres Backstroke,backstroke,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 200 metres Breaststroke,women,removed,removed,200 metres Breaststroke,breaststroke,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 200 metres Butterfly,women,removed,removed,200 metres Butterfly,butterfly,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 200 metres Freestyle,women,removed,removed,200 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 200 metres Individual Medley,women,removed,removed,200 metres Individual Medley,individual medley,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,women,removed,removed,4 x 100 metres Freestyle Relay,x freestyle relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 4 x 100 metres Medley Relay,women,removed,removed,4 x 100 metres Medley Relay,x medley relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,women,removed,removed,4 x 200 metres Freestyle Relay,x freestyle relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 400 metres Freestyle,women,removed,removed,400 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 400 metres Individual Medley,women,removed,removed,400 metres Individual Medley,individual medley,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 50 metres Freestyle,women,removed,removed,50 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Swimming Women's 800 metres Freestyle,women,removed,removed,800 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 100m Backstroke,women,added,likely_renamed_or_reclassified,100m Backstroke,backstroke,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 100m Breaststroke,women,added,likely_renamed_or_reclassified,100m Breaststroke,breaststroke,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 100m Butterfly,women,added,likely_renamed_or_reclassified,100m Butterfly,butterfly,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 100m Freestyle,women,added,likely_renamed_or_reclassified,100m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 1500m Freestyle,women,added,likely_renamed_or_reclassified,1500m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 200m Backstroke,women,added,likely_renamed_or_reclassified,200m Backstroke,backstroke,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 200m Breaststroke,women,added,likely_renamed_or_reclassified,200m Breaststroke,breaststroke,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 200m Butterfly,women,added,likely_renamed_or_reclassified,200m Butterfly,butterfly,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 200m Freestyle,women,added,likely_renamed_or_reclassified,200m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 200m Individual Medley,women,added,likely_renamed_or_reclassified,200m Individual Medley,individual medley,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 4 x 100m Freestyle Relay Team,women,added,likely_renamed_or_reclassified,4 x 100m Freestyle Relay Team,x freestyle relay team,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 4 x 100m Medley Relay Team,women,added,true_added,4 x 100m Medley Relay Team,x medley relay team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 4 x 200m Freestyle Relay Team,women,added,likely_renamed_or_reclassified,4 x 200m Freestyle Relay Team,x freestyle relay team,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 400m Freestyle,women,added,likely_renamed_or_reclassified,400m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 400m Individual Medley,women,added,likely_renamed_or_reclassified,400m Individual Medley,individual medley,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 50m Freestyle,women,added,likely_renamed_or_reclassified,50m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Swimming,Women's 800m Freestyle,women,added,likely_renamed_or_reclassified,800m Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Synchronized Swimming,Synchronized Swimming Women's Duet,women,removed,removed,Duet,duet,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2020,Synchronized Swimming,Synchronized Swimming Women's Team,women,removed,removed,Team,team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Men's Singles,men,added,likely_renamed_or_reclassified,Singles,singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Men's Team,men,added,likely_renamed_or_reclassified,Team,team,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Table Tennis Men's Singles,men,removed,removed,Singles,singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Table Tennis Men's Team,men,removed,removed,Team,team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Mixed Doubles Team,mixed,added,true_added,Doubles Team,doubles team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Table Tennis Women's Singles,women,removed,removed,Singles,singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Table Tennis Women's Team,women,removed,removed,Team,team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Women's Singles,women,added,likely_renamed_or_reclassified,Singles,singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Table Tennis,Women's Team,women,added,likely_renamed_or_reclassified,Team,team,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Men +80kg,men,added,likely_renamed_or_reclassified,Men +80kg,men,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Men -58kg,men,added,likely_renamed_or_reclassified,Men -58kg,men,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Men -68kg,men,added,likely_renamed_or_reclassified,Men -68kg,men,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Men -80kg,men,added,likely_renamed_or_reclassified,Men -80kg,men,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Men's Featherweight,men,removed,removed,Featherweight,featherweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Men's Flyweight,men,removed,removed,Flyweight,flyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Men's Heavyweight,men,removed,removed,Heavyweight,heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Men's Welterweight,men,removed,removed,Welterweight,welterweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Women's Featherweight,women,removed,removed,Featherweight,featherweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Women's Flyweight,women,removed,removed,Flyweight,flyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Women's Heavyweight,women,removed,removed,Heavyweight,heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Taekwondo Women's Welterweight,women,removed,removed,Welterweight,welterweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Women +67kg,women,added,likely_renamed_or_reclassified,Women +67kg,women,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Women -49kg,women,added,likely_renamed_or_reclassified,Women -49kg,women,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Women -57kg,women,added,likely_renamed_or_reclassified,Women -57kg,women,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Taekwondo,Women -67kg,women,added,likely_renamed_or_reclassified,Women -67kg,women,0,0,1,4.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Men's Doubles Team,men,added,true_added,Doubles Team,doubles team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Tennis,Men's Singles,men,added,likely_renamed_or_reclassified,Singles,singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Tennis,Tennis Men's Doubles,men,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Tennis Men's Singles,men,removed,removed,Singles,singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Mixed Doubles Team,mixed,added,true_added,Doubles Team,doubles team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Tennis,Tennis Mixed Doubles,mixed,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Tennis Women's Doubles,women,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Tennis Women's Singles,women,removed,removed,Singles,singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Tennis,Women's Doubles Team,women,added,true_added,Doubles Team,doubles team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Tennis,Women's Singles,women,added,likely_renamed_or_reclassified,Singles,singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Trampoline Gymnastics,Men,men,added,true_added,Men,men,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Trampoline Gymnastics,Women,women,added,true_added,Women,women,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Trampolining,Trampolining Men's Individual,men,removed,removed,Individual,individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2020,Trampolining,Trampolining Women's Individual,women,removed,removed,Individual,individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2020,Triathlon,Men's Individual,men,added,true_added,Individual,individual,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Triathlon,Triathlon Men's Olympic Distance,men,removed,removed,Olympic Distance,olympic distance,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Triathlon,Mixed Relay Team,mixed,added,true_added,Relay Team,relay team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Triathlon,Triathlon Women's Olympic Distance,women,removed,removed,Olympic Distance,olympic distance,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Triathlon,Women's Individual,women,added,true_added,Individual,individual,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Volleyball,Men Team,men,added,true_added,Men Team,men team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Volleyball,Volleyball Men's Volleyball,men,removed,removed,Volleyball,volleyball,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Volleyball,Volleyball Women's Volleyball,women,removed,removed,Volleyball,volleyball,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Volleyball,Women Team,women,added,true_added,Women Team,women team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Water Polo,Men Team,men,added,true_added,Men Team,men team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Water Polo,Water Polo Men's Water Polo,men,removed,removed,Water Polo,water polo,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Water Polo,Water Polo Women's Water Polo,women,removed,removed,Water Polo,water polo,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Water Polo,Women Team,women,added,true_added,Women Team,women team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's +109kg,men,added,uncertain,+109kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 109kg,men,added,uncertain,109kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 61kg,men,added,uncertain,61kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 67kg,men,added,uncertain,67kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 73kg,men,added,uncertain,73kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 81kg,men,added,uncertain,81kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Men's 96kg,men,added,uncertain,96kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Bantamweight,men,removed,removed,Bantamweight,bantamweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Featherweight,men,removed,removed,Featherweight,featherweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Heavyweight,men,removed,removed,Heavyweight,heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Light-Heavyweight,men,removed,removed,Light-Heavyweight,light heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Lightweight,men,removed,removed,Lightweight,lightweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Middle-Heavyweight,men,removed,removed,Middle-Heavyweight,middle heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Middleweight,men,removed,removed,Middleweight,middleweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Men's Super-Heavyweight,men,removed,removed,Super-Heavyweight,super heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Featherweight,women,removed,removed,Featherweight,featherweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Flyweight,women,removed,removed,Flyweight,flyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Heavyweight,women,removed,removed,Heavyweight,heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Light-Heavyweight,women,removed,removed,Light-Heavyweight,light heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Lightweight,women,removed,removed,Lightweight,lightweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Middleweight,women,removed,removed,Middleweight,middleweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Weightlifting Women's Super-Heavyweight,women,removed,removed,Super-Heavyweight,super heavyweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's +87kg,women,added,uncertain,+87kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 49kg,women,added,uncertain,49kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 55kg,women,added,uncertain,55kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 59kg,women,added,uncertain,59kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 64kg,women,added,uncertain,64kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 76kg,women,added,uncertain,76kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Weightlifting,Women's 87kg,women,added,uncertain,87kg,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 125kg,men,added,likely_renamed_or_reclassified,Freestyle 125kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 57kg,men,added,likely_renamed_or_reclassified,Freestyle 57kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 65kg,men,added,likely_renamed_or_reclassified,Freestyle 65kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 74kg,men,added,likely_renamed_or_reclassified,Freestyle 74kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 86kg,men,added,likely_renamed_or_reclassified,Freestyle 86kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Freestyle 97kg,men,added,likely_renamed_or_reclassified,Freestyle 97kg,freestyle,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Wrestling,Men's Greco-Roman 130kg,men,added,likely_renamed_or_reclassified,Greco-Roman 130kg,greco roman,0,0,1,6.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
