year,sport,event,sex,change_type,event_family,note
2020,Wrestling,Men's Greco-Roman 67kg,men,added,Greco-Roman 67kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Men's Greco-Roman 77kg,men,added,Greco-Roman 77kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Men's Greco-Roman 87kg,men,added,Greco-Roman 87kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Men's Greco-Roman 97kg,men,added,Greco-Roman 97kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 50kg,women,added,Freestyle 50kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 53kg,women,added,Freestyle 53kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 57kg,women,added,Freestyle 57kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 62kg,women,added,Freestyle 62kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 68kg,women,added,Freestyle 68kg,Detected from adjacent Summer Games event-set comparison.
2020,Wrestling,Women's Freestyle 76kg,women,added,Freestyle 76kg,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Archery Men's Individual,men,removed,Individual,Present in 2016 but absent in 2020.
2020,Archery,Archery Men's Team,men,removed,Team,Present in 2016 but absent in 2020.
2020,Archery,Archery Women's Individual,women,removed,Individual,Present in 2016 but absent in 2020.
2020,Archery,Archery Women's Team,women,removed,Team,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Men's 1,500 metres",men,removed,"1,500 metres",Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Men's 10,000 metres",men,removed,"10,000 metres",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 100 metres,men,removed,100 metres,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 110 metres Hurdles,men,removed,110 metres Hurdles,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 20 kilometres Walk,men,removed,20 kilometres Walk,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 200 metres,men,removed,200 metres,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Men's 3,000 metres Steeplechase",men,removed,"3,000 metres Steeplechase",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 4 x 100 metres Relay,men,removed,4 x 100 metres Relay,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 4 x 400 metres Relay,men,removed,4 x 400 metres Relay,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 400 metres Hurdles,men,removed,400 metres Hurdles,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 400 metres,men,removed,400 metres,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Men's 5,000 metres",men,removed,"5,000 metres",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 50 kilometres Walk,men,removed,50 kilometres Walk,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's 800 metres,men,removed,800 metres,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Decathlon,men,removed,Decathlon,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Discus Throw,men,removed,Discus Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Hammer Throw,men,removed,Hammer Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's High Jump,men,removed,High Jump,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Javelin Throw,men,removed,Javelin Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Long Jump,men,removed,Long Jump,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Marathon,men,removed,Marathon,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Pole Vault,men,removed,Pole Vault,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Shot Put,men,removed,Shot Put,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Men's Triple Jump,men,removed,Triple Jump,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Women's 1,500 metres",women,removed,"1,500 metres",Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Women's 10,000 metres",women,removed,"10,000 metres",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 100 metres Hurdles,women,removed,100 metres Hurdles,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 100 metres,women,removed,100 metres,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 20 kilometres Walk,women,removed,20 kilometres Walk,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 200 metres,women,removed,200 metres,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Women's 3,000 metres Steeplechase",women,removed,"3,000 metres Steeplechase",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 4 x 100 metres Relay,women,removed,4 x 100 metres Relay,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 4 x 400 metres Relay,women,removed,4 x 400 metres Relay,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 400 metres Hurdles,women,removed,400 metres Hurdles,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 400 metres,women,removed,400 metres,Present in 2016 but absent in 2020.
2020,Athletics,"Athletics Women's 5,000 metres",women,removed,"5,000 metres",Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's 800 metres,women,removed,800 metres,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Discus Throw,women,removed,Discus Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Hammer Throw,women,removed,Hammer Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Heptathlon,women,removed,Heptathlon,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's High Jump,women,removed,High Jump,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Javelin Throw,women,removed,Javelin Throw,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Long Jump,women,removed,Long Jump,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Marathon,women,removed,Marathon,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Pole Vault,women,removed,Pole Vault,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Shot Put,women,removed,Shot Put,Present in 2016 but absent in 2020.
2020,Athletics,Athletics Women's Triple Jump,women,removed,Triple Jump,Present in 2016 but absent in 2020.
2020,Badminton,Badminton Men's Doubles,men,removed,Doubles,Present in 2016 but absent in 2020.
2020,Badminton,Badminton Men's Singles,men,removed,Singles,Present in 2016 but absent in 2020.
2020,Badminton,Badminton Mixed Doubles,mixed,removed,Doubles,Present in 2016 but absent in 2020.
2020,Badminton,Badminton Women's Doubles,women,removed,Doubles,Present in 2016 but absent in 2020.
2020,Badminton,Badminton Women's Singles,women,removed,Singles,Present in 2016 but absent in 2020.
2020,Basketball,Basketball Men's Basketball,men,removed,Basketball,Present in 2016 but absent in 2020.
2020,Basketball,Basketball Women's Basketball,women,removed,Basketball,Present in 2016 but absent in 2020.
2020,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,men,removed,Beach Volleyball,Present in 2016 but absent in 2020.
2020,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,women,removed,Beach Volleyball,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Bantamweight,men,removed,Bantamweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Flyweight,men,removed,Flyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Heavyweight,men,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Light-Flyweight,men,removed,Light-Flyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Light-Heavyweight,men,removed,Light-Heavyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Light-Welterweight,men,removed,Light-Welterweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Lightweight,men,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Middleweight,men,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Super-Heavyweight,men,removed,Super-Heavyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Men's Welterweight,men,removed,Welterweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Women's Flyweight,women,removed,Flyweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Women's Lightweight,women,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Boxing,Boxing Women's Middleweight,women,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",men,removed,"Canadian Doubles, 1,000 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",men,removed,"Canadian Doubles, Slalom",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",men,removed,"Canadian Singles, 1,000 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",men,removed,"Canadian Singles, 200 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Canadian Singles, Slalom",men,removed,"Canadian Singles, Slalom",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",men,removed,"Kayak Doubles, 1,000 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",men,removed,"Kayak Doubles, 200 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",men,removed,"Kayak Fours, 1,000 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",men,removed,"Kayak Singles, 1,000 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",men,removed,"Kayak Singles, 200 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Men's Kayak Singles, Slalom",men,removed,"Kayak Singles, Slalom",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",women,removed,"Kayak Doubles, 500 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",women,removed,"Kayak Fours, 500 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",women,removed,"Kayak Singles, 200 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",women,removed,"Kayak Singles, 500 metres",Present in 2016 but absent in 2020.
2020,Canoeing,"Canoeing Women's Kayak Singles, Slalom",women,removed,"Kayak Singles, Slalom",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's BMX,men,removed,BMX,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's Individual Time Trial,men,removed,Individual Time Trial,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's Keirin,men,removed,Keirin,Present in 2016 but absent in 2020.
2020,Cycling,"Cycling Men's Mountainbike, Cross-Country",men,removed,"Mountainbike, Cross-Country",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's Omnium,men,removed,Omnium,Present in 2016 but absent in 2020.
2020,Cycling,"Cycling Men's Road Race, Individual",men,removed,"Road Race, Individual",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's Sprint,men,removed,Sprint,Present in 2016 but absent in 2020.
2020,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",men,removed,"Team Pursuit, 4,000 metres",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Men's Team Sprint,men,removed,Team Sprint,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's BMX,women,removed,BMX,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Individual Time Trial,women,removed,Individual Time Trial,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Keirin,women,removed,Keirin,Present in 2016 but absent in 2020.
2020,Cycling,"Cycling Women's Mountainbike, Cross-Country",women,removed,"Mountainbike, Cross-Country",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Omnium,women,removed,Omnium,Present in 2016 but absent in 2020.
2020,Cycling,"Cycling Women's Road Race, Individual",women,removed,"Road Race, Individual",Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Sprint,women,removed,Sprint,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Team Pursuit,women,removed,Team Pursuit,Present in 2016 but absent in 2020.
2020,Cycling,Cycling Women's Team Sprint,women,removed,Team Sprint,Present in 2016 but absent in 2020.
2020,Diving,Diving Men's Platform,men,removed,Platform,Present in 2016 but absent in 2020.
2020,Diving,Diving Men's Springboard,men,removed,Springboard,Present in 2016 but absent in 2020.
2020,Diving,Diving Men's Synchronized Platform,men,removed,Synchronized Platform,Present in 2016 but absent in 2020.
2020,Diving,Diving Men's Synchronized Springboard,men,removed,Synchronized Springboard,Present in 2016 but absent in 2020.
2020,Diving,Diving Women's Platform,women,removed,Platform,Present in 2016 but absent in 2020.
2020,Diving,Diving Women's Springboard,women,removed,Springboard,Present in 2016 but absent in 2020.
2020,Diving,Diving Women's Synchronized Platform,women,removed,Synchronized Platform,Present in 2016 but absent in 2020.
2020,Diving,Diving Women's Synchronized Springboard,women,removed,Synchronized Springboard,Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Dressage, Individual",mixed,removed,"Dressage, Individual",Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Dressage, Team",mixed,removed,"Dressage, Team",Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Jumping, Individual",mixed,removed,"Jumping, Individual",Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Jumping, Team",mixed,removed,"Jumping, Team",Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",mixed,removed,"Three-Day Event, Individual",Present in 2016 but absent in 2020.
2020,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",mixed,removed,"Three-Day Event, Team",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Men's Foil, Individual",men,removed,"Foil, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Men's Foil, Team",men,removed,"Foil, Team",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Men's Sabre, Individual",men,removed,"Sabre, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Men's epee, Individual",men,removed,"epee, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Men's epee, Team",men,removed,"epee, Team",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Women's Foil, Individual",women,removed,"Foil, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Women's Sabre, Individual",women,removed,"Sabre, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Women's Sabre, Team",women,removed,"Sabre, Team",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Women's epee, Individual",women,removed,"epee, Individual",Present in 2016 but absent in 2020.
2020,Fencing,"Fencing Women's epee, Team",women,removed,"epee, Team",Present in 2016 but absent in 2020.
2020,Football,Football Men's Football,men,removed,Football,Present in 2016 but absent in 2020.
2020,Football,Football Women's Football,women,removed,Football,Present in 2016 but absent in 2020.
2020,Golf,Golf Men's Individual,men,removed,Individual,Present in 2016 but absent in 2020.
2020,Golf,Golf Women's Individual,women,removed,Individual,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Floor Exercise,men,removed,Floor Exercise,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Horizontal Bar,men,removed,Horizontal Bar,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Horse Vault,men,removed,Horse Vault,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Individual All-Around,men,removed,Individual All-Around,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Parallel Bars,men,removed,Parallel Bars,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Pommelled Horse,men,removed,Pommelled Horse,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Rings,men,removed,Rings,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Men's Team All-Around,men,removed,Team All-Around,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Balance Beam,women,removed,Balance Beam,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Floor Exercise,women,removed,Floor Exercise,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Horse Vault,women,removed,Horse Vault,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Individual All-Around,women,removed,Individual All-Around,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Team All-Around,women,removed,Team All-Around,Present in 2016 but absent in 2020.
2020,Gymnastics,Gymnastics Women's Uneven Bars,women,removed,Uneven Bars,Present in 2016 but absent in 2020.
2020,Handball,Handball Men's Handball,men,removed,Handball,Present in 2016 but absent in 2020.
2020,Handball,Handball Women's Handball,women,removed,Handball,Present in 2016 but absent in 2020.
2020,Hockey,Hockey Men's Hockey,men,removed,Hockey,Present in 2016 but absent in 2020.
2020,Hockey,Hockey Women's Hockey,women,removed,Hockey,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Extra-Lightweight,men,removed,Extra-Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Half-Heavyweight,men,removed,Half-Heavyweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Half-Lightweight,men,removed,Half-Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Half-Middleweight,men,removed,Half-Middleweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Heavyweight,men,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Lightweight,men,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Men's Middleweight,men,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Extra-Lightweight,women,removed,Extra-Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Half-Heavyweight,women,removed,Half-Heavyweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Half-Lightweight,women,removed,Half-Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Half-Middleweight,women,removed,Half-Middleweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Heavyweight,women,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Lightweight,women,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Judo,Judo Women's Middleweight,women,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Modern Pentathlon,Modern Pentathlon Men's Individual,men,removed,Individual,Present in 2016 but absent in 2020.
2020,Modern Pentathlon,Modern Pentathlon Women's Individual,women,removed,Individual,Present in 2016 but absent in 2020.
2020,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,women,removed,Group,Present in 2016 but absent in 2020.
2020,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,women,removed,Individual,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Coxed Eights,men,removed,Coxed Eights,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Coxless Fours,men,removed,Coxless Fours,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Coxless Pairs,men,removed,Coxless Pairs,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Double Sculls,men,removed,Double Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Lightweight Coxless Fours,men,removed,Lightweight Coxless Fours,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Lightweight Double Sculls,men,removed,Lightweight Double Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Quadruple Sculls,men,removed,Quadruple Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Men's Single Sculls,men,removed,Single Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Coxed Eights,women,removed,Coxed Eights,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Coxless Pairs,women,removed,Coxless Pairs,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Double Sculls,women,removed,Double Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Lightweight Double Sculls,women,removed,Lightweight Double Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Quadruple Sculls,women,removed,Quadruple Sculls,Present in 2016 but absent in 2020.
2020,Rowing,Rowing Women's Single Sculls,women,removed,Single Sculls,Present in 2016 but absent in 2020.
2020,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,men,removed,Rugby Sevens,Present in 2016 but absent in 2020.
2020,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,women,removed,Rugby Sevens,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Men's One Person Dinghy,men,removed,One Person Dinghy,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Men's One Person Heavyweight Dinghy,men,removed,One Person Heavyweight Dinghy,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Men's Skiff,men,removed,Skiff,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Men's Two Person Dinghy,men,removed,Two Person Dinghy,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Men's Windsurfer,men,removed,Windsurfer,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Mixed Multihull,mixed,removed,Multihull,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Women's One Person Dinghy,women,removed,One Person Dinghy,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Women's Skiff,women,removed,Skiff,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Women's Two Person Dinghy,women,removed,Two Person Dinghy,Present in 2016 but absent in 2020.
2020,Sailing,Sailing Women's Windsurfer,women,removed,Windsurfer,Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Air Pistol, 10 metres",men,removed,"Air Pistol, 10 metres",Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Air Rifle, 10 metres",men,removed,"Air Rifle, 10 metres",Present in 2016 but absent in 2020.
2020,Shooting,Shooting Men's Double Trap,men,removed,Double Trap,Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Free Pistol, 50 metres",men,removed,"Free Pistol, 50 metres",Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",men,removed,"Rapid-Fire Pistol, 25 metres",Present in 2016 but absent in 2020.
2020,Shooting,Shooting Men's Skeet,men,removed,Skeet,Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",men,removed,"Small-Bore Rifle, Prone, 50 metres",Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",men,removed,"Small-Bore Rifle, Three Positions, 50 metres",Present in 2016 but absent in 2020.
2020,Shooting,Shooting Men's Trap,men,removed,Trap,Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Women's Air Pistol, 10 metres",women,removed,"Air Pistol, 10 metres",Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Women's Air Rifle, 10 metres",women,removed,"Air Rifle, 10 metres",Present in 2016 but absent in 2020.
2020,Shooting,Shooting Women's Skeet,women,removed,Skeet,Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",women,removed,"Small-Bore Rifle, Three Positions, 50 metres",Present in 2016 but absent in 2020.
2020,Shooting,"Shooting Women's Sporting Pistol, 25 metres",women,removed,"Sporting Pistol, 25 metres",Present in 2016 but absent in 2020.
2020,Shooting,Shooting Women's Trap,women,removed,Trap,Present in 2016 but absent in 2020.
2020,Swimming,"Swimming Men's 1,500 metres Freestyle",men,removed,"1,500 metres Freestyle",Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 10 kilometres Open Water,open_unknown,removed,10 kilometres Water,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 100 metres Backstroke,men,removed,100 metres Backstroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 100 metres Breaststroke,men,removed,100 metres Breaststroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 100 metres Butterfly,men,removed,100 metres Butterfly,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 100 metres Freestyle,men,removed,100 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 200 metres Backstroke,men,removed,200 metres Backstroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 200 metres Breaststroke,men,removed,200 metres Breaststroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 200 metres Butterfly,men,removed,200 metres Butterfly,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 200 metres Freestyle,men,removed,200 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 200 metres Individual Medley,men,removed,200 metres Individual Medley,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,men,removed,4 x 100 metres Freestyle Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 4 x 100 metres Medley Relay,men,removed,4 x 100 metres Medley Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,men,removed,4 x 200 metres Freestyle Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 400 metres Freestyle,men,removed,400 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 400 metres Individual Medley,men,removed,400 metres Individual Medley,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Men's 50 metres Freestyle,men,removed,50 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 10 kilometres Open Water,open_unknown,removed,10 kilometres Water,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 100 metres Backstroke,women,removed,100 metres Backstroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 100 metres Breaststroke,women,removed,100 metres Breaststroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 100 metres Butterfly,women,removed,100 metres Butterfly,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 100 metres Freestyle,women,removed,100 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 200 metres Backstroke,women,removed,200 metres Backstroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 200 metres Breaststroke,women,removed,200 metres Breaststroke,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 200 metres Butterfly,women,removed,200 metres Butterfly,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 200 metres Freestyle,women,removed,200 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 200 metres Individual Medley,women,removed,200 metres Individual Medley,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,women,removed,4 x 100 metres Freestyle Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 4 x 100 metres Medley Relay,women,removed,4 x 100 metres Medley Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,women,removed,4 x 200 metres Freestyle Relay,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 400 metres Freestyle,women,removed,400 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 400 metres Individual Medley,women,removed,400 metres Individual Medley,Present in 2016 but absent in 2020.
